id,number,street,city,state,postalCode,price
533,44598,Eggendart,Tulsa,OK,74184,373458.03
534,36197,Kingsford,Oklahoma City,OK,73124,59606.37
535,7,Paget,Peoria,IL,61629,180357.6
536,3131,Scofield,Meridian,MS,39305,356224.4
537,6725,Prentice,Glendale,AZ,85311,262906.91
538,3,Jana,Arlington,VA,22212,355657.08
539,106,Starling,Grand Rapids,MI,49505,285245.33
540,21384,Sutherland,Minneapolis,MN,55402,306641.38
541,9,Mosinee,Paterson,NJ,07505,124077.85
542,83855,Katie,Austin,TX,78783,299171.09
543,299,Golf,Fort Pierce,FL,34949,476050.0
544,3,Drewry,Los Angeles,CA,90015,171160.36
545,248,Bay,Minneapolis,MN,55487,155897.6
546,5,Basil,Greenville,SC,29610,340873.01
547,7,Johnson,Little Rock,AR,72231,92439.48
548,20989,Briar Crest,Toledo,OH,43610,141728.84
549,27304,Truax,Brooksville,FL,34605,129101.04
550,3,Kipling,Pocatello,ID,83206,191204.61
551,137,Corben,Fort Collins,CO,80525,306365.0
552,3,Mccormick,El Paso,TX,88558,52852.99
553,43,Anzinger,Cincinnati,OH,45228,442036.48
554,933,Bunker Hill,Bradenton,FL,34205,310814.32
555,88558,Eagle Crest,Hialeah,FL,33013,238193.45
556,14,Granby,Scottsdale,AZ,85271,392869.49
557,26861,Sutteridge,Newton,MA,02458,310563.64
558,00,Dixon,Jackson,MS,39216,178822.98
559,3,Jay,Boise,ID,83722,315289.36
560,8,Birchwood,Albuquerque,NM,87180,481422.25
561,91334,Vermont,Pasadena,CA,91125,201521.54
562,043,Jackson,Boston,MA,02216,112842.96
563,5,Cardinal,Port Washington,NY,11054,178016.17
564,744,Thompson,Philadelphia,PA,19120,242859.68
565,83,Fieldstone,Winston Salem,NC,27157,198544.72
566,73922,Heath,Louisville,KY,40215,97903.78
567,26621,Messerschmidt,Bakersfield,CA,93305,272451.81
568,787,Oneill,Greenville,SC,29610,358923.08
569,89,Miller,New Haven,CT,06538,163128.44
570,00741,Veith,El Paso,TX,79984,316143.74
571,89,Kim,Reno,NV,89505,337561.59
572,2,Milwaukee,Murfreesboro,TN,37131,189013.44
573,2,Moose,Ann Arbor,MI,48107,238955.53
574,4,Hanson,Ocala,FL,34474,325844.43
575,696,Bunting,Rochester,NY,14639,137546.93
576,492,Elka,Syracuse,NY,13205,436743.97
577,512,Russell,Chicago,IL,60663,186542.37
578,42,Forster,Oklahoma City,OK,73179,195647.29
579,47,Larry,Cincinnati,OH,45264,119759.05
580,32,Eagle Crest,Fresno,CA,93773,437921.4
581,78,Stang,Columbia,SC,29215,352555.59
582,437,Ruskin,San Antonio,TX,78285,166923.96
583,233,Arkansas,Irvine,CA,92717,303048.34
584,7,Lyons,New Orleans,LA,70174,183403.24
585,85,Mayer,Fort Collins,CO,80525,328021.45
586,7,Manley,Flushing,NY,11388,221457.88
587,6840,Commercial,Springfield,MO,65898,193114.9
588,3075,Norway Maple,Melbourne,FL,32919,237972.65
589,659,Blackbird,Seattle,WA,98195,267643.29
590,6,Carey,Cincinnati,OH,45233,380165.81
591,5,Hallows,Albuquerque,NM,87115,218836.06
592,0,Kennedy,Des Moines,IA,50310,460393.4
593,6,Haas,Paterson,NJ,07522,77219.23
594,9,Cardinal,Newark,NJ,07104,280916.45
595,301,Eagle Crest,New Haven,CT,06505,160930.73
596,4115,Meadow Vale,Worcester,MA,01605,403550.04
597,8059,Everett,Toledo,OH,43615,273796.55
598,9,Green Ridge,Albany,NY,12242,65893.46
599,416,Anderson,Los Angeles,CA,90035,144047.61
600,87,Roth,San Antonio,TX,78235,286703.45
601,05,Green,Rockford,IL,61110,257199.05
602,776,Lien,Saint Paul,MN,55188,282459.65
603,4,Aberg,Crawfordsville,IN,47937,400095.41
604,91,Rutledge,Muncie,IN,47306,155882.87
605,1,Dawn,Riverside,CA,92505,122364.02
606,4267,Hayes,Lubbock,TX,79405,184267.83
607,600,Loomis,New York City,NY,10004,311652.12
608,2,Packers,Chicago,IL,60646,199524.37
609,26827,Namekagon,Fort Worth,TX,76129,325941.7
610,907,Oneill,Washington,DC,20260,496421.28
611,45,Northfield,Topeka,KS,66667,356440.32
612,5858,Magdeline,Chicago,IL,60630,173566.11
613,04,Main,Montgomery,AL,36125,372050.47
614,002,Jenna,Long Beach,CA,90847,456881.59
615,4,Rusk,Dallas,TX,75277,212794.4
616,4,Dottie,Canton,OH,44720,129796.42
617,45789,Bluestem,Fort Myers,FL,33994,169021.83
618,033,Mayer,Albany,NY,12262,493500.85
619,61252,Corben,Stockton,CA,95205,480462.27
620,14,Sloan,Tampa,FL,33647,433624.4
621,4,Starling,Lexington,KY,40546,372133.94
622,7,Corben,Decatur,IL,62525,201490.9
623,4,Packers,Falls Church,VA,22047,444628.03
624,04,Lerdahl,Peoria,IL,61635,58041.37
625,7257,Westend,Sioux Falls,SD,57188,186013.24
626,33443,East,Harrisburg,PA,17110,378743.8
627,32,Rieder,Pensacola,FL,32526,181337.0
628,7231,Randy,South Bend,IN,46699,470830.77
629,440,Scofield,Fort Worth,TX,76198,242282.46
630,736,Huxley,Raleigh,NC,27626,175275.66
631,346,Hagan,Worcester,MA,01654,270508.5
632,64,Kingsford,Lexington,KY,40576,494590.03
633,4,Duke,Atlanta,GA,30392,341070.04
634,0,Onsgard,Omaha,NE,68197,380655.56
635,30,Ilene,Charleston,WV,25326,491723.97
636,0,Briar Crest,Oklahoma City,OK,73124,396046.93
637,2756,Straubel,Fort Lauderdale,FL,33336,304680.86
638,441,Nancy,Alpharetta,GA,30022,168785.46
639,22,Melvin,Raleigh,NC,27610,302678.51
640,120,Bunker Hill,Nashville,TN,37228,459758.57
641,5,Hansons,Houston,TX,77080,123123.63
642,09074,Morning,Fort Lauderdale,FL,33310,454230.65
643,30,Jana,Chicago,IL,60641,172342.18
644,1139,Village Green,New York City,NY,10120,347855.56
645,60542,East,Columbia,SC,29225,65600.05
646,87,Lakewood,Tyler,TX,75799,331008.56
647,63,Farmco,Daytona Beach,FL,32118,98560.54
648,6924,Thompson,San Francisco,CA,94177,90089.15
649,3,Bay,Monticello,MN,55590,355374.25
650,16,Oak Valley,Bronx,NY,10469,72264.94
651,29,Corben,Atlanta,GA,31190,488204.98
652,96634,Mayfield,Charleston,WV,25336,89228.58
653,5,Veith,San Diego,CA,92170,223732.98
654,14120,Rowland,Boulder,CO,80328,115421.69
655,1,Gerald,Fort Smith,AR,72905,298056.47
656,6054,Shelley,Dallas,TX,75226,441698.09
657,06637,Loeprich,Kansas City,MO,64109,136179.9
658,76,Sommers,Birmingham,AL,35236,235315.49
659,5,Badeau,Fresno,CA,93773,259945.45
660,3,Charing Cross,Jackson,MS,39282,407055.0
661,913,Luster,Fresno,CA,93740,408736.7
662,50402,Sauthoff,Houston,TX,77260,99155.49
663,5463,Vera,Largo,FL,34643,215593.44
664,895,Jenna,Atlanta,GA,31119,397439.74
665,37,Express,Pittsburgh,PA,15274,78772.67
666,6,Londonderry,Reno,NV,89550,104428.62
667,90,Chinook,San Antonio,TX,78235,406614.61
668,42134,Sachs,Elizabeth,NJ,07208,110214.25
669,3,Atwood,El Paso,TX,79989,342501.7
670,93,Fair Oaks,Brooklyn,NY,11210,282339.85
671,1,Acker,Colorado Springs,CO,80920,355628.0
672,99516,Gale,Dallas,TX,75205,421276.75
673,151,North,Denver,CO,80243,255439.79
674,931,Redwing,Morgantown,WV,26505,91694.36
675,84173,Donald,Mobile,AL,36628,170629.13
676,33008,Birchwood,Birmingham,AL,35215,489206.14
677,2,High Crossing,Jackson,MS,39296,472087.84
678,6,Lillian,Dallas,TX,75226,114585.79
679,29893,Duke,Evansville,IN,47719,480117.23
680,1710,Holy Cross,Largo,FL,33777,248662.0
681,23665,Swallow,Oakland,CA,94622,272939.12
682,6,Rockefeller,Ocala,FL,34474,455696.07
683,990,Porter,Oakland,CA,94605,165413.86
684,059,Eagan,Trenton,NJ,08638,331633.49
685,287,Elmside,Nashville,TN,37210,456531.23
686,6,Atwood,New York City,NY,10125,336578.18
687,04,Orin,Torrance,CA,90505,180317.85
688,35964,Judy,Dayton,OH,45403,368532.35
689,75148,Sunbrook,Cincinnati,OH,45218,196912.88
690,2898,Pierstorff,Toledo,OH,43605,136466.72
691,18070,Bultman,Dallas,TX,75226,214479.44
692,50144,Mayfield,Long Beach,CA,90805,299183.0
693,858,Bashford,Saint Petersburg,FL,33731,275030.91
694,1722,Pierstorff,Los Angeles,CA,90076,128746.24
695,82887,Acker,San Francisco,CA,94137,392744.23
696,58,Killdeer,Murfreesboro,TN,37131,101826.81
697,929,Barnett,Anchorage,AK,99512,142680.33
698,34,Blackbird,Colorado Springs,CO,80935,229361.13
699,9492,Novick,Denver,CO,80279,169526.34
700,7618,Gale,Rockford,IL,61105,446039.88
701,15183,Jackson,North Port,FL,34290,171196.88
702,008,Katie,Santa Monica,CA,90410,401088.22
703,3463,4th,Chicago,IL,60609,200867.26
704,1412,Montana,Naples,FL,34114,384757.42
705,33833,Stang,Toledo,OH,43635,170280.85
706,21527,Bellgrove,Shreveport,LA,71115,306360.9
707,77,Artisan,Memphis,TN,38181,54291.45
708,3,Bayside,Grand Rapids,MI,49505,286986.03
709,7,Ludington,London,KY,40745,57305.74
710,6,Merry,Wilkes Barre,PA,18768,72219.24
711,1825,Buhler,Portland,OR,97221,294925.98
712,619,Dorton,Cincinnati,OH,45254,64505.92
713,1125,Sauthoff,Rochester,NY,14683,187610.78
714,82381,Roxbury,Columbia,SC,29225,324690.65
715,17,Northwestern,Dallas,TX,75397,112007.83
716,6780,Mariners Cove,Louisville,KY,40215,270380.23
717,0,Dayton,Denver,CO,80270,240386.86
718,88,Messerschmidt,Philadelphia,PA,19136,471604.1
719,26057,Tennessee,Mesa,AZ,85215,433117.31
720,3,Marcy,Pasadena,TX,77505,294085.0
721,41947,Melvin,Lehigh Acres,FL,33972,497148.34
722,0588,Golf,Hartford,CT,06152,354600.47
723,6,Amoth,Cincinnati,OH,45271,191220.31
724,78290,Mcbride,Salt Lake City,UT,84120,336433.68
725,360,Sugar,Colorado Springs,CO,80935,279363.21
726,18260,Carpenter,Toledo,OH,43610,354397.39
727,1906,Union,El Paso,TX,88514,71523.53
728,43,Claremont,Birmingham,AL,35279,132968.8
729,015,Chive,Indianapolis,IN,46295,182251.53
730,7,Waxwing,Youngstown,OH,44511,150300.6
731,8919,Comanche,Glendale,AZ,85305,217499.52
732,63292,Blaine,Tacoma,WA,98424,179603.3
733,4,Ramsey,Milwaukee,WI,53205,406632.42
734,90882,Holy Cross,Wilmington,DE,19805,231932.79
735,656,Kennedy,San Antonio,TX,78245,318065.0
736,096,Chive,San Antonio,TX,78260,471728.23
737,44,Welch,Abilene,TX,79605,323870.45
738,4,Parkside,Sacramento,CA,95818,375502.78
739,0654,Autumn Leaf,New Orleans,LA,70142,493059.04
740,0990,Duke,Toledo,OH,43666,453716.48
741,711,Kropf,Trenton,NJ,08619,480403.66
742,400,Mandrake,Washington,DC,20380,343499.1
743,3993,Maple Wood,Anchorage,AK,99517,250288.51
744,95,Veith,Hialeah,FL,33018,208401.76
745,016,Gale,Las Vegas,NV,89166,111745.28
746,79,Redwing,Reno,NV,89595,298300.68
747,1,Green,Houston,TX,77228,213813.54
748,537,Raven,Irvine,CA,92710,137269.0
749,17159,Golf View,Silver Spring,MD,20910,477158.78
750,07,Rusk,Roanoke,VA,24024,467995.13
751,6645,Spaight,Lexington,KY,40515,322234.92
752,57105,Carey,Minneapolis,MN,55428,55056.11
753,93,Oxford,Los Angeles,CA,90065,222759.07
754,46972,Menomonie,Salt Lake City,UT,84199,286905.98
755,66,Arizona,Sacramento,CA,94245,207508.36
756,5,Miller,Las Vegas,NV,89125,369136.0
757,3533,Goodland,Little Rock,AR,72215,377448.51
758,68919,Sommers,Provo,UT,84605,371894.63
759,19067,8th,Houston,TX,77010,374552.56
760,9,Judy,Houston,TX,77218,437436.65
761,850,West,Lansing,MI,48930,411949.72
762,6,Dottie,Athens,GA,30610,313850.4
763,33299,Clarendon,Long Beach,CA,90840,208303.02
764,88,Elmside,Norfolk,VA,23551,352547.1
765,72396,Arizona,Richmond,VA,23203,145034.55
766,6,Drewry,Boston,MA,02124,188430.44
767,2069,Dahle,Arlington,VA,22225,63182.71
768,532,Spohn,Washington,DC,20057,228742.14
769,81,Commercial,San Francisco,CA,94164,288172.45
770,5,Derek,Houston,TX,77065,242609.06
771,8685,Pond,Loretto,MN,55598,193877.75
772,9675,Armistice,New York City,NY,10115,401519.12
773,578,Forest Run,Houston,TX,77234,120669.11
774,3,Emmet,Lansing,MI,48901,362364.63
775,6,Grayhawk,Baltimore,MD,21290,419754.49
776,31340,Monica,Sioux Falls,SD,57188,324278.28
777,0,Spohn,Boca Raton,FL,33499,151019.82
778,482,Melvin,Minneapolis,MN,55480,245671.66
779,47002,Blaine,Pittsburgh,PA,15279,59259.3
780,89528,Drewry,San Jose,CA,95133,448525.72
781,6823,Clyde Gallagher,White Plains,NY,10633,97616.94
782,8155,Mitchell,El Paso,TX,88563,324900.05
783,478,Clemons,Houston,TX,77276,131585.56
784,858,Dovetail,Miami,FL,33245,326864.45
785,6,Clarendon,Henderson,NV,89012,94846.24
786,97839,Porter,Vienna,VA,22184,128270.99
787,88527,Blaine,San Bernardino,CA,92415,223631.25
788,59,East,Hartford,CT,06183,434597.24
789,680,Dwight,Columbia,SC,29215,484080.58
790,52908,Park Meadow,Anaheim,CA,92825,437491.0
791,86,Gale,New York City,NY,10034,442968.91
792,09802,Thackeray,San Jose,CA,95194,326097.04
793,3,Blackbird,Melbourne,FL,32919,413133.14
794,770,Lien,Young America,MN,55564,222914.95
795,952,Northport,Richmond,VA,23225,60698.36
796,16614,5th,Fort Worth,TX,76147,319997.57
797,1196,Fairview,Houston,TX,77075,491630.62
798,284,Hanson,Schaumburg,IL,60193,276744.71
799,107,Nobel,Madison,WI,53790,349082.0
800,72,Lien,Oklahoma City,OK,73114,495072.26
801,1,Maywood,Tampa,FL,33680,217043.19
802,12705,Oriole,Honolulu,HI,96810,303667.15
803,00,Melvin,Beaumont,TX,77713,320059.71
804,38,Mariners Cove,Memphis,TN,38150,57283.09
805,09955,Sutherland,Van Nuys,CA,91411,299908.82
806,00868,Farragut,Pensacola,FL,32511,356026.98
807,24,Ramsey,Waco,TX,76796,266513.0
808,879,Bunker Hill,Buffalo,NY,14225,154429.48
809,2,Orin,San Jose,CA,95150,402904.29
810,3554,Rusk,Bloomington,IL,61709,400707.25
811,25,Harper,Minneapolis,MN,55448,418553.03
812,206,Kingsford,Fullerton,CA,92640,443243.82
813,8,Hintze,New Haven,CT,06520,87168.11
814,713,Forest Dale,San Jose,CA,95150,268620.31
815,3,Norway Maple,Denver,CO,80217,164347.59
816,65372,Dakota,Fresno,CA,93762,224702.17
817,005,Drewry,Anchorage,AK,99522,334165.48
818,4,Clarendon,El Paso,TX,79977,242457.34
819,300,Roxbury,Richmond,VA,23213,387933.48
820,4891,New Castle,Milwaukee,WI,53225,400219.03
821,79,Pearson,South Bend,IN,46620,80148.01
822,590,Grim,Albuquerque,NM,87190,494666.74
823,17,Rowland,Billings,MT,59105,168057.32
824,2162,Portage,Tempe,AZ,85284,491561.98
825,94,Raven,Memphis,TN,38161,240917.02
826,0387,Village,Saint Petersburg,FL,33742,436893.68
827,010,Bartelt,Orlando,FL,32808,484090.3
828,8544,Northview,Miami,FL,33142,364191.6
829,4,Messerschmidt,Mesa,AZ,85210,455882.21
830,7030,Park Meadow,Tulsa,OK,74126,76799.99
831,4151,Tennessee,Lawrenceville,GA,30245,52364.93
832,33666,Di Loreto,Richmond,VA,23203,375910.18
833,23713,Dayton,Dallas,TX,75379,69864.38
834,0517,Granby,Los Angeles,CA,90010,311789.07
835,280,Evergreen,North Las Vegas,NV,89087,140830.33
836,88845,Hudson,Shawnee Mission,KS,66205,328957.73
837,1,Main,Tuscaloosa,AL,35405,216614.16
838,08933,Macpherson,Alexandria,LA,71307,159202.0
839,33,Iowa,Knoxville,TN,37919,487943.56
840,36,Petterle,Tulsa,OK,74108,452305.8
841,79,Moulton,Lawrenceville,GA,30045,123403.48
842,58874,Dawn,Kansas City,KS,66105,380497.98
843,48,Nova,Troy,MI,48098,154563.77
844,9648,Parkside,Boston,MA,02124,198588.18
845,950,Badeau,Columbia,SC,29220,239958.96
846,2058,Spaight,Fort Wayne,IN,46852,197581.13
847,9,Union,Washington,DC,20010,321439.62
848,219,Springview,Sacramento,CA,94237,249304.29
849,9,Esch,Greeley,CO,80638,230010.13
850,01276,Beilfuss,Denver,CO,80235,344447.8
851,68,Anderson,Detroit,MI,48267,129819.97
852,50,Nobel,Columbus,OH,43284,155247.84
853,7259,Anthes,Reno,NV,89510,412008.26
854,2447,Randy,Green Bay,WI,54313,327035.89
855,929,Elka,Colorado Springs,CO,80995,91077.16
856,866,International,San Antonio,TX,78291,293024.77
857,9484,Schmedeman,Chandler,AZ,85246,138759.31
858,354,Anderson,Philadelphia,PA,19136,278135.7
859,6023,Morning,Sacramento,CA,95894,428546.25
860,1,Garrison,Cincinnati,OH,45223,269495.79
861,15176,Cascade,Miami,FL,33124,276208.71
862,90,Lake View,Springfield,OH,45505,441695.0
863,720,Waxwing,Baltimore,MD,21229,51505.89
864,03,Center,Newport News,VA,23605,278593.72
865,644,Debs,Raleigh,NC,27658,473501.89
866,9960,Hooker,Orlando,FL,32868,342230.12
867,57,Johnson,Denver,CO,80228,199356.84
868,874,Quincy,Saint Louis,MO,63150,233438.31
869,12,Melvin,El Paso,TX,88558,478133.38
870,7,Springs,Indianapolis,IN,46202,128412.26
871,5854,Pierstorff,Memphis,TN,38119,401334.95
872,5707,Burrows,Topeka,KS,66606,483099.15
873,23596,Debs,New York City,NY,10184,442834.88
874,6628,Nancy,Oklahoma City,OK,73190,77690.61
875,29,Maywood,Tucson,AZ,85715,443766.95
876,81392,Bay,London,KY,40745,247693.8
877,28632,East,Levittown,PA,19058,144721.81
878,625,Rusk,Phoenix,AZ,85020,446035.61
879,07048,Melvin,Waco,TX,76796,208765.8
880,46291,Washington,Atlanta,GA,30356,244383.97
881,6300,Lukken,El Paso,TX,79945,326256.26
882,620,Corscot,Clearwater,FL,34629,330312.0
883,916,School,Naples,FL,33963,169451.45
884,56,Basil,Littleton,CO,80161,155556.7
885,3,Elmside,Evansville,IN,47732,420469.23
886,396,Tony,Washington,DC,20535,487471.78
887,354,Old Shore,Washington,DC,20508,445068.22
888,5,Northland,Decatur,GA,30089,94270.42
889,755,Daystar,Newark,DE,19725,463777.86
890,0360,Brown,Riverside,CA,92505,69776.68
891,3588,Mandrake,Chattanooga,TN,37416,95410.12
892,0,Oak Valley,Anaheim,CA,92805,283907.41
893,9614,Lerdahl,Champaign,IL,61825,342491.78
894,61,Fallview,Spring Hill,FL,34611,270023.72
895,7936,Sachtjen,Olympia,WA,98506,59833.45
896,874,Sherman,Houston,TX,77075,239753.49
897,24439,Mcguire,Helena,MT,59623,229678.7
898,2368,Knutson,Nashville,TN,37245,130459.85
899,7110,Golf View,Topeka,KS,66667,453030.13
900,81,Heffernan,Corpus Christi,TX,78405,435656.48
901,15368,Amoth,Phoenix,AZ,85083,53146.11
902,9311,Ramsey,Colorado Springs,CO,80920,117563.25
903,671,Onsgard,Athens,GA,30605,471069.18
904,89279,Service,Richmond,VA,23208,429761.79
905,006,Dorton,San Antonio,TX,78215,225427.98
906,454,Londonderry,Hartford,CT,06183,281909.11
907,60,Vermont,Birmingham,AL,35244,105025.32
908,2647,International,Tulsa,OK,74116,73748.77
909,80,Morrow,Tacoma,WA,98464,121953.77
910,0,Texas,San Francisco,CA,94164,251709.0
911,4921,Larry,Richmond,VA,23277,487621.86
912,1,Continental,Philadelphia,PA,19160,279579.33
913,80,Maryland,Irvine,CA,92619,220923.44
914,32057,Ruskin,New York City,NY,10019,181785.5
915,630,Kingsford,Oklahoma City,OK,73129,86269.37
916,58158,Gulseth,San Antonio,TX,78250,211912.77
917,7752,Lunder,Madison,WI,53716,65434.75
918,0563,Schlimgen,Salt Lake City,UT,84140,263823.37
919,7,Nelson,San Antonio,TX,78235,466391.17
920,0,Stone Corner,Monticello,MN,55590,142542.21
921,895,Chinook,New York City,NY,10280,394997.53
922,4,Havey,Cincinnati,OH,45233,439225.27
923,9245,Center,Santa Ana,CA,92705,56510.97
924,87235,Old Shore,Spokane,WA,99210,117527.84
925,7870,Maywood,Athens,GA,30605,135421.21
926,249,Melrose,Boise,ID,83705,459407.34
927,941,International,Birmingham,AL,35236,55336.17
928,50513,4th,Lexington,KY,40586,389850.59
929,83,Prairie Rose,Denver,CO,80270,384448.79
930,03283,Garrison,Newton,MA,02162,439795.86
931,1,Cascade,Huntington,WV,25775,246106.82
932,33,Del Sol,Worcester,MA,01605,368792.61
933,948,Chinook,Evansville,IN,47747,225029.04
934,28,Onsgard,Annapolis,MD,21405,64352.87
935,1,Kensington,Oxnard,CA,93034,306609.11
936,16652,Bashford,Houston,TX,77045,198001.93
937,65,Darwin,Albany,NY,12232,181556.5
938,65347,Brown,Orlando,FL,32803,331110.34
939,98216,Mcguire,Saint Louis,MO,63131,354017.55
940,797,Esch,Chicago,IL,60681,139071.57
941,516,Sauthoff,Saint Louis,MO,63110,324318.95
942,29,Garrison,Saint Louis,MO,63104,63082.79
943,80,Longview,Chico,CA,95973,133891.0
944,03,Northport,Miami,FL,33134,147800.91
945,65989,Dahle,Columbia,SC,29203,484063.83
946,79,Haas,Washington,DC,20041,162499.4
947,2326,Paget,Farmington,MI,48335,134715.23
948,5690,Manufacturers,Johnson City,TN,37605,328934.25
949,715,Maryland,Arvada,CO,80005,343610.85
950,9309,Summer Ridge,Chicago,IL,60646,55771.53
951,3355,Messerschmidt,Morgantown,WV,26505,209783.98
952,97,Fairfield,Corpus Christi,TX,78415,367555.66
953,54513,Shasta,Saint Paul,MN,55115,63503.98
954,53463,Sage,Beaverton,OR,97075,108026.75
955,85,Cody,Chicago,IL,60686,263772.76
956,7,School,Vancouver,WA,98682,405545.24
957,2,Randy,Vancouver,WA,98664,235187.24
958,3,Kensington,Kalamazoo,MI,49048,368074.12
959,0,Maryland,Provo,UT,84605,254086.11
960,00325,Dapin,Little Rock,AR,72222,402751.61
961,0,Evergreen,Colorado Springs,CO,80935,422378.5
962,378,Logan,Corpus Christi,TX,78426,478736.98
963,76,Packers,San Antonio,TX,78285,204847.98
964,84889,Kings,New York City,NY,10155,347069.29
965,584,Alpine,Tacoma,WA,98481,142482.52
966,508,Larry,Portland,OR,97211,316402.0
967,7,Badeau,Lakeland,FL,33805,427993.27
968,2476,Blue Bill Park,Chicago,IL,60641,351985.79
969,038,Commercial,Oklahoma City,OK,73114,456610.28
970,8,Maywood,Bronx,NY,10469,488626.12
971,5,Pleasure,Fayetteville,NC,28305,370039.0
972,0,Pawling,Oakland,CA,94627,396029.55
973,2846,Jackson,Atlanta,GA,31106,359996.42
974,56,Butterfield,Lynchburg,VA,24515,303562.96
975,7937,Union,Columbus,OH,43204,131387.19
976,4,Nobel,Cincinnati,OH,45238,119381.79
977,03,Killdeer,Lafayette,LA,70505,381352.01
978,88311,Londonderry,Charleston,WV,25321,139653.13
979,5793,Thackeray,Scottsdale,AZ,85260,246198.69
980,585,Merchant,Denver,CO,80299,467652.24
981,969,Sugar,Portsmouth,NH,03804,292596.98
982,56220,Golf View,Kansas City,MO,64193,71228.98
983,1820,Briar Crest,Indianapolis,IN,46247,359636.65
984,675,Northwestern,Sparks,NV,89436,76486.33
985,9,Arapahoe,Huntsville,AL,35810,347368.06
986,1,Oneill,Omaha,NE,68105,168012.23
987,84,Paget,Duluth,GA,30096,162356.18
988,6,Lillian,Boynton Beach,FL,33436,337246.3
989,856,Pawling,Inglewood,CA,90310,237431.72
990,0377,Lighthouse Bay,Houston,TX,77212,420794.37
991,13,Shelley,Wilkes Barre,PA,18768,458051.28
992,7,Maple Wood,Sacramento,CA,95852,168390.65
993,7,Monterey,Arlington,TX,76011,214858.35
994,34,Eastlawn,Washington,DC,20566,288478.2
995,41713,Jenifer,Port Charlotte,FL,33954,334511.71
996,9207,Sage,Honolulu,HI,96850,441196.87
997,210,Emmet,Chicago,IL,60604,248706.55
998,9,Hauk,Oxnard,CA,93034,215750.92
999,0782,Vidon,Sacramento,CA,94230,283355.06
1000,25,Granby,El Paso,TX,88589,139878.75
